ora2pg2  | INFO: CONFIG_LOCATION variable detected: 'config/ora2pg.conf'
ora2pg2  | [2022-07-11 11:38:56] 	Found Package: WHEB_OPS_PCK
ora2pg2  | [2022-07-11 11:38:56] 	Found Package: APACHE_UPDATE_MD_PCK
ora2pg2  | [2022-07-11 11:38:56] 	Found Package: APAP_HISTORY_PCK
ora2pg2  | [2022-07-11 11:38:57] 	Found Package: AUDIO_VIDEO_PCK
ora2pg2  | [2022-07-11 11:38:57] 	Found Package: CARESTREAM_PHYS_JAPAN_L10N_PCK
ora2pg2  | [2022-07-11 11:38:57] 	Found Package: CPOE_CALC_VALORES_SOL_MD_PCK
ora2pg2  | [2022-07-11 11:38:58] 	Found Package: CPOE_SETOR_PCK
ora2pg2  | [2022-07-11 11:38:58] 	Found Package: CTB_CONCIL_FINANCEIRA_PCK
ora2pg2  | [2022-07-11 11:38:58] 	Found Package: CTB_CONTAB_ONL_LOTE_FIN_PCK
ora2pg2  | [2022-07-11 11:38:58] 	Found Package: CTB_CONTAB_ONL_REPASSE_PCK
ora2pg2  | [2022-07-11 11:38:59] 	Found Package: CTB_CONTR_PATRIMONIO_BOLIVIA
ora2pg2  | [2022-07-11 11:38:59] 	Found Package: DETALHE_KPI_PCK
ora2pg2  | [2022-07-11 11:38:59] 	Found Package: DIAG_DEPARTMENTS_PCK
ora2pg2  | [2022-07-11 11:39:00] 	Found Package: FIS_SEF_EDOC_ARQ_LFPD08A10_PCK
ora2pg2  | [2022-07-11 11:39:00] 	Found Package: FLOWSHEET_HISTORY_PCK
ora2pg2  | [2022-07-11 11:39:00] 	Found Package: GENERATE_DATA_HCP_PKG
ora2pg2  | [2022-07-11 11:39:01] 	Found Package: GERAR_RESUMO_OFTALMO_PKG
ora2pg2  | [2022-07-11 11:39:01] 	Found Package: GERENCIAMENTO_CONTRATO_PCK
ora2pg2  | [2022-07-11 11:39:01] 	Found Package: GER_CARGA_PCK
ora2pg2  | [2022-07-11 11:39:02] 	Found Package: GPT_OBTER_DOC_REVAL_EVENTS
ora2pg2  | [2022-07-11 11:39:02] 	Found Package: GRAVA_DADOS_API_CNES_PCK
ora2pg2  | [2022-07-11 11:39:02] 	Found Package: GRAVA_LOG_CONSULTA_ESTAB_PCK
ora2pg2  | [2022-07-11 11:39:03] 	Found Package: GRAVA_LOG_PRECO_PCK
ora2pg2  | [2022-07-11 11:39:03] 	Found Package: HDH_GERAR_RESUMO_OFTALMO_PKG
ora2pg2  | [2022-07-11 11:39:03] 	Found Package: HDM_AGENDAMENTO_AGEINT_PKG
ora2pg2  | [2022-07-11 11:39:04] 	Found Package: HOLDING_PCK
ora2pg2  | [2022-07-11 11:39:04] 	Found Package: INTEGRACAO_ATHENA_DISP_PCK
ora2pg2  | [2022-07-11 11:39:04] 	Found Package: INTPD_CONSULTA_ATENDIMENTO_PCK
ora2pg2  | [2022-07-11 11:39:04] 	Found Package: INTPD_REST_UTILS_PCK
ora2pg2  | [2022-07-11 11:39:05] 	Found Package: ISH_RZV_BIRTH_PCK
ora2pg2  | [2022-07-11 11:39:05] 	Found Package: ITECH_PCK
ora2pg2  | [2022-07-11 11:39:05] 	Found Package: LISTA_PCK
ora2pg2  | [2022-07-11 11:39:06] 	Found Package: PANORAMA_MAIN_FILTER
ora2pg2  | [2022-07-11 11:39:06] 	Found Package: PANORAMA_MAIN_FILTER_2
ora2pg2  | [2022-07-11 11:39:06] 	Found Package: PARAM_RECALCULO_CONTA_PCK
ora2pg2  | [2022-07-11 11:39:07] 	Found Package: PCK_SEPSIS_BUNDLE_REPORT
ora2pg2  | [2022-07-11 11:39:07] 	Found Package: PCS_SUP_GERAR_PLANEJ_PCK
ora2pg2  | [2022-07-11 11:39:07] 	Found Package: PDE
ora2pg2  | [2022-07-11 11:39:07] 	Found Package: PFCS_FILE_PCK
ora2pg2  | [2022-07-11 11:39:08] 	Found Package: PFCS_PCK_DYNAMIC_EXPORTS
ora2pg2  | [2022-07-11 11:39:08] 	Found Package: PFCS_PCK_V2
ora2pg2  | [2022-07-11 11:39:08] 	Found Package: PHARM_ITEM_PCK
ora2pg2  | [2022-07-11 11:39:09] 	Found Package: PHILIPS_JSON_PRINTER
ora2pg2  | [2022-07-11 11:39:09] 	Found Package: PKG_BETA_BLOCKER
ora2pg2  | [2022-07-11 11:39:09] 	Found Package: PKG_CONST_CLINICAL_RECORDS
ora2pg2  | [2022-07-11 11:39:09] 	Found Package: PKG_GLUCOSE_INCIDENCE
ora2pg2  | [2022-07-11 11:39:10] 	Found Package: PKG_LOGIN_REPORT
ora2pg2  | [2022-07-11 11:39:10] 	Found Package: PKG_MANTER_VALOR_REFERENCIA
ora2pg2  | [2022-07-11 11:39:10] 	Found Package: PKG_STRESS_ULCER
ora2pg2  | [2022-07-11 11:39:10] 	Found Package: PLS_ALTERAR_STATUS_LOTE_PCK
ora2pg2  | [2022-07-11 11:39:11] 	Found Package: PLS_ATUALIZAR_MES_REAJ_PCK
ora2pg2  | [2022-07-11 11:39:11] 	Found Package: PLS_CREDEN_PRESTADOR_PCK
ora2pg2  | [2022-07-11 11:39:11] 	Found Package: PLS_CTA_CONSIST_CARAC_ITEM_PCK
ora2pg2  | [2022-07-11 11:39:12] 	Found Package: PLS_CTA_PAGTO_FATURAMENTO_PCK
ora2pg2  | [2022-07-11 11:39:12] 	Found Package: PLS_CTA_PROCESSO_PCK
ora2pg2  | [2022-07-11 11:39:12] 	Found Package: PLS_ECARTA_INTEGRACAO_PCK
ora2pg2  | [2022-07-11 11:39:13] 	Found Package: PLS_ENV_AVISO_VEN_DOC_PRES_PCK
ora2pg2  | [2022-07-11 11:39:13] 	Found Package: PLS_GERAR_ARQUIVO_AME_PCK
ora2pg2  | [2022-07-11 11:39:13] 	Found Package: PLS_GERAR_PRE_ESTAB_ANS_PCK
ora2pg2  | [2022-07-11 11:39:13] 	Found Package: PLS_GERENCIA_UPD_OBJ_PCK
ora2pg2  | [2022-07-11 11:39:14] 	Found Package: PLS_GRUPOS_AUX_PCK
ora2pg2  | [2022-07-11 11:39:14] 	Found Package: PLS_GRUPOS_PCK
ora2pg2  | [2022-07-11 11:39:14] 	Found Package: PLS_HASH_PTU_PCK
ora2pg2  | [2022-07-11 11:39:15] 	Found Package: PLS_IMP_XML_PACOTE_PCK
ora2pg2  | [2022-07-11 11:39:15] 	Found Package: PLS_MONITOR_QUALIDADE_PCK
ora2pg2  | [2022-07-11 11:39:15] 	Found Package: PLS_PP_APROPRIACAO_PCK
ora2pg2  | [2022-07-11 11:39:16] 	Found Package: PLS_PP_FILTRO_OCOR_FIN_PCK
ora2pg2  | [2022-07-11 11:39:16] 	Found Package: PLS_PP_LOTE_RETENCAO_PCK
ora2pg2  | [2022-07-11 11:39:16] 	Found Package: PLS_RESUMO_PROP_ONLINE_PCK
ora2pg2  | [2022-07-11 11:39:16] 	Found Package: PLS_SOLIC_RESCISAO_FIN_PCK
ora2pg2  | [2022-07-11 11:39:17] 	Found Package: PLS_UTIL_PCK
ora2pg2  | [2022-07-11 11:39:17] 	Found Package: PLS_VIA_ACESSO_PCK
ora2pg2  | [2022-07-11 11:39:17] 	Found Package: PLT_GERAR_HORARIOS_PCK
ora2pg2  | [2022-07-11 11:39:18] 	Found Package: PTU_FATURA_PRE_A800_PCK
ora2pg2  | [2022-07-11 11:39:19] 	Found Package: PTU_IMP_SCS_WS_PCK
ora2pg2  | [2022-07-11 11:39:19] 	Found Package: QHAPDC_CONVERSION_KEY_PCK
ora2pg2  | [2022-07-11 11:39:19] 	Found Package: QT_PRESCRICAO_MD_PCK
ora2pg2  | [2022-07-11 11:39:19] 	Found Package: SEARCH_CHART_EHRO_PCK
ora2pg2  | [2022-07-11 11:39:20] 	Found Package: SEARCH_CHART_VALUES_EHRO_PCK
ora2pg2  | [2022-07-11 11:39:20] 	Found Package: SECURITY_LEVEL_PCK
ora2pg2  | [2022-07-11 11:39:20] 	Found Package: SHIFT_INTEGRACAO_PCK
ora2pg2  | [2022-07-11 11:39:21] 	Found Package: SLA_DASHBOARD_PCK
ora2pg2  | [2022-07-11 11:39:21] 	Found Package: SQL_PCK
ora2pg2  | [2022-07-11 11:39:21] 	Found Package: TAX_PARALLEL_PROCEDURE_PCK
ora2pg2  | [2022-07-11 11:39:22] 	Found Package: TIMEZONE_UTILS
ora2pg2  | [2022-07-11 11:39:22] 	Found Package: WHEB_DB
ora2pg2  | [2022-07-11 11:39:22] 	Found Package: ADDRESS_PCK
ora2pg2  | [2022-07-11 11:39:22] 	Found Package: AGEINT_CONS_QUIMIO_VINC
ora2pg2  | [2022-07-11 11:39:23] 	Found Package: ALTO_CUSTO_HEMOFILIA_PCK
ora2pg2  | [2022-07-11 11:39:23] 	Found Package: ATUALIZA_VERSAO_PCK
ora2pg2  | [2022-07-11 11:39:23] 	Found Package: BFT_GLOBAL_PRICE_PCK
ora2pg2  | [2022-07-11 11:39:24] 	Found Package: CLINICAL_PANORAMA_MD_PCK
ora2pg2  | [2022-07-11 11:39:24] 	Found Package: CONTROLE_MIPRES_PCK
ora2pg2  | [2022-07-11 11:39:24] 	Found Package: CONVERSAO_CHAVE_301_PCK
ora2pg2  | [2022-07-11 11:39:25] 	Found Package: CONVERT_SCHEMATIC_TO_BO_PCK
ora2pg2  | [2022-07-11 11:39:25] 	Found Package: COPY_CLIPBOARD_PKG
ora2pg2  | [2022-07-11 11:39:25] 	Found Package: CPOE_PROCED_ORDER_JSON_PCK
ora2pg2  | [2022-07-11 11:39:25] 	Found Package: CTB_ONLINE_PCK
ora2pg2  | [2022-07-11 11:39:26] 	Found Package: ESTABLISHMENT_TIMEZONE_UTILS
ora2pg2  | [2022-07-11 11:39:26] 	Found Package: EXECUCAO_PRESCRICAO_PCK
ora2pg2  | [2022-07-11 11:39:26] 	Found Package: FIND_PACKAGE
ora2pg2  | [2022-07-11 11:39:27] 	Found Package: FIS_SEF_EDOC_ARQ_LFPD05_PCK
ora2pg2  | [2022-07-11 11:39:27] 	Found Package: GERAR_INT_DANKIA_PCK
ora2pg2  | [2022-07-11 11:39:27] 	Found Package: GQA_EXECUTORES_PCK
ora2pg2  | [2022-07-11 11:39:28] 	Found Package: GRAVA_LOG_CALCULO_PCK
ora2pg2  | [2022-07-11 11:39:28] 	Found Package: HIS_RULE_VALUE_DEFAULT_PCK
ora2pg2  | [2022-07-11 11:39:28] 	Found Package: IMAGEM_AVALIACAO_PCK
ora2pg2  | [2022-07-11 11:39:28] 	Found Package: INTEGRACAO_DISPENSARIO_PCK
ora2pg2  | [2022-07-11 11:39:29] 	Found Package: LOCALIZADOR_APAP_PCK
ora2pg2  | [2022-07-11 11:39:29] 	Found Package: LOCALIZAR_CONV_ATEND_PCK
ora2pg2  | [2022-07-11 11:39:29] 	Found Package: LOCALIZAR_MEDICO_PCK
ora2pg2  | [2022-07-11 11:39:30] 	Found Package: MPREV_AGENDA_PCK
ora2pg2  | [2022-07-11 11:39:30] 	Found Package: NAIS_MLA_INTERNALPRO
ora2pg2  | [2022-07-11 11:39:30] 	Found Package: NAIS_MLA_PCK
ora2pg2  | [2022-07-11 11:39:30] 	Found Package: NAIS_MLA_SURGERY_PCK
ora2pg2  | [2022-07-11 11:39:31] 	Found Package: NUTRITION_INTAKE_MANAGER_PCK
ora2pg2  | [2022-07-11 11:39:31] 	Found Package: PAN_AGRUP_LEITO_PCK
ora2pg2  | [2022-07-11 11:39:31] 	Found Package: PARAMS_JAVA_WS_PCK
ora2pg2  | [2022-07-11 11:39:32] 	Found Package: PFCS_PCK_COMMUNICATIONS
ora2pg2  | [2022-07-11 11:39:32] 	Found Package: PFCS_PCK_DISCHARGE_MANAGER
ora2pg2  | [2022-07-11 11:39:32] 	Found Package: PFCS_PCK_SIM
ora2pg2  | [2022-07-11 11:39:33] 	Found Package: PHILIPS_PATRIMONIO_PCK
ora2pg2  | [2022-07-11 11:39:33] 	Found Package: PIX_PCK
ora2pg2  | [2022-07-11 11:39:33] 	Found Package: PKG_ATEND_PAC_UNID
ora2pg2  | [2022-07-11 11:39:34] 	Found Package: PKG_DATE_UTILS
ora2pg2  | [2022-07-11 11:39:34] 	Found Package: PKG_ICONES_GRAF_CIRURGIA
ora2pg2  | [2022-07-11 11:39:34] 	Found Package: PKG_MANTER_CRITERIO_MASSAS
ora2pg2  | [2022-07-11 11:39:34] 	Found Package: PKG_NAME_UTILS
ora2pg2  | [2022-07-11 11:39:35] 	Found Package: PKG_STATISTICS_REPORT
ora2pg2  | [2022-07-11 11:39:35] 	Found Package: PKG_VENTILATOR_DAYS
ora2pg2  | [2022-07-11 11:39:35] 	Found Package: PLS_ANALISE_PCK
ora2pg2  | [2022-07-11 11:39:36] 	Found Package: PLS_COMPARTILHAMENTO_RISCO_PCK
ora2pg2  | [2022-07-11 11:39:36] 	Found Package: PLS_CONTA_AUTOR_PCK
ora2pg2  | [2022-07-11 11:39:36] 	Found Package: PLS_CONTA_TISS_PCK
ora2pg2  | [2022-07-11 11:39:37] 	Found Package: PLS_CRITICAR_MENSALIDES_PCK
ora2pg2  | [2022-07-11 11:39:37] 	Found Package: PLS_CTA_REGRA_TAXA_ADM_PCK
ora2pg2  | [2022-07-11 11:39:37] 	Found Package: PLS_ENV_COB_NF_PAG_PREST_PCK
ora2pg2  | [2022-07-11 11:39:37] 	Found Package: PLS_FATURAMENTO_PCK
ora2pg2  | [2022-07-11 11:39:38] 	Found Package: PLS_FILTRO_REGRA_EVENT_CTA_PCK
ora2pg2  | [2022-07-11 11:39:38] 	Found Package: PLS_FILTRO_REGRA_EVENT_RGL_PCK
ora2pg2  | [2022-07-11 11:39:39] 	Found Package: PLS_FILTRO_REGRA_PRECO_CTA_PCK
ora2pg2  | [2022-07-11 11:39:39] 	Found Package: PLS_FISCAL_DADOS_DMED_PCK
ora2pg2  | [2022-07-11 11:39:39] 	Found Package: PLS_GERAR_ARQUIVO_CARTEIRA_PCK
ora2pg2  | [2022-07-11 11:39:40] 	Found Package: PLS_GERAR_BOLETOS_MENS_FAT_PCK
ora2pg2  | [2022-07-11 11:39:40] 	Found Package: PLS_GERAR_RELATORIOS_PCK
ora2pg2  | [2022-07-11 11:39:40] 	Found Package: PLS_GER_ENVIO_ANEXOS_ANS_PCK
ora2pg2  | [2022-07-11 11:39:41] 	Found Package: PLS_IMP_XML_CTA_PCK
ora2pg2  | [2022-07-11 11:39:41] 	Found Package: PLS_MENS_COMPARAR_LOTE_PCK
ora2pg2  | [2022-07-11 11:39:41] 	Found Package: PLS_OBTER_DADOS_MENS_REAJ
ora2pg2  | [2022-07-11 11:39:41] 	Found Package: PLS_OCOR_IMP_PCK
ora2pg2  | [2022-07-11 11:39:42] 	Found Package: PLS_PRECO_BENEFICIARIO_PCK
ora2pg2  | [2022-07-11 11:39:42] 	Found Package: PLS_REAJUSTE_COLETIVO_PCK
ora2pg2  | [2022-07-11 11:39:42] 	Found Package: PLS_RELATORIO_OPS_PCK
ora2pg2  | [2022-07-11 11:39:43] 	Found Package: PLS_SIB_SELECAO_BENEF_PCK
ora2pg2  | [2022-07-11 11:39:43] 	Found Package: PLS_SIB_VALIDACAO_PCK
ora2pg2  | [2022-07-11 11:39:43] 	Found Package: PLS_STORE_DATA_MENS_PCK
ora2pg2  | [2022-07-11 11:39:44] 	Found Package: PLS_UTILIZACAO_BENEF_PCK
ora2pg2  | [2022-07-11 11:39:44] 	Found Package: PLS_UTL_ZIP_PCK
ora2pg2  | [2022-07-11 11:39:44] 	Found Package: PRESCRIPTION_JSON_PCK
ora2pg2  | [2022-07-11 11:39:45] 	Found Package: PRODUCT_MGMT_PCK
ora2pg2  | [2022-07-11 11:39:45] 	Found Package: PTU_A100_SIMPLIFICADO_PCK
ora2pg2  | [2022-07-11 11:39:45] 	Found Package: PTU_A1200_IMP_PCK
ora2pg2  | [2022-07-11 11:39:45] 	Found Package: PTU_A950_PCK
ora2pg2  | [2022-07-11 11:39:46] 	Found Package: PTU_ENVIO_SCS_WS_PCK
ora2pg2  | [2022-07-11 11:39:46] 	Found Package: PTU_MOVIMENT_BENEF_A300_PCK
ora2pg2  | [2022-07-11 11:39:46] 	Found Package: PTU_MOVIMENT_BENF_A100_V18_PCK
ora2pg2  | [2022-07-11 11:39:47] 	Found Package: PTU_RETORNO_BENEF_A200_90_PCK
ora2pg2  | [2022-07-11 11:39:47] 	Found Package: QSM_MESSAGES_PCK
ora2pg2  | [2022-07-11 11:39:47] 	Found Package: QSM_STATUS_PCK
ora2pg2  | [2022-07-11 11:39:48] 	Found Package: SCHEMATICS_ALT_PCK
ora2pg2  | [2022-07-11 11:39:48] 	Found Package: SEARCH_AMOUNT_RECORDS_PCK
ora2pg2  | [2022-07-11 11:39:48] 	Found Package: SEARCH_PANEL_SURGERY_PCK
ora2pg2  | [2022-07-11 11:39:48] 	Found Package: SEQUENCE_PCK
ora2pg2  | [2022-07-11 11:39:49] 	Found Package: SURGERY_SCHEDULE_PCK
ora2pg2  | [2022-07-11 11:39:49] 	Found Package: SUS_TIPO_ATENDIMENTO_PCK
ora2pg2  | [2022-07-11 11:39:49] 	Found Package: TELEMATIC_JSON_PCK
ora2pg2  | [2022-07-11 11:39:50] 	Found Package: WHEB_MOEDA_PCK
ora2pg2  | [2022-07-11 11:39:50] 	Found Package: WSUITE_UTIL_PCK
ora2pg2  | [2022-07-11 11:39:50] 	Found Package: ANMAT_CONTROLE_MAT_PCK
ora2pg2  | [2022-07-11 11:39:50] 	Found Package: ANZICS_PCK
ora2pg2  | [2022-07-11 11:39:51] 	Found Package: APAP_DINAMICO_PCK
ora2pg2  | [2022-07-11 11:39:51] 	Found Package: APAP_PENDING_ITENS_PCK
ora2pg2  | [2022-07-11 11:39:52] 	Found Package: BED_REQUEST_GANTT_PCK
ora2pg2  | [2022-07-11 11:39:52] 	Found Package: BIFROST_LOG
ora2pg2  | [2022-07-11 11:39:52] 	Found Package: BILLING_GERMANY_PCK
ora2pg2  | [2022-07-11 11:39:52] 	Found Package: CALCULA_REGRA_TX_PCK
ora2pg2  | [2022-07-11 11:39:53] 	Found Package: CLINICAL_NOTES_PCK
ora2pg2  | [2022-07-11 11:39:53] 	Found Package: CPOE_CONT_PERIOD_CHK_PCK
ora2pg2  | [2022-07-11 11:39:54] 	Found Package: CPOE_DIET_JSON_PCK
ora2pg2  | [2022-07-11 11:39:54] 	Found Package: CPOE_OBTER_MAT_NUTRIENTES
ora2pg2  | [2022-07-11 11:39:54] 	Found Package: CRONOGRAMA_PADRAO_NPI
ora2pg2  | [2022-07-11 11:39:54] 	Found Package: CTB_SPED_ECD_PCK
ora2pg2  | [2022-07-11 11:39:55] 	Found Package: DBPANEL_UTIL_PCK
ora2pg2  | [2022-07-11 11:39:55] 	Found Package: EMERGENCY_OPHTHALMOLOGY_PCK
ora2pg2  | [2022-07-11 11:39:55] 	Found Package: FIS_SEF_EDOC_REG_GERAL_PCK
ora2pg2  | [2022-07-11 11:39:56] 	Found Package: FIS_TRANSF_ENTRE_ESTAB
ora2pg2  | [2022-07-11 11:39:56] 	Found Package: FIS_XML_PROJECT_GENERATOR_PCK
ora2pg2  | [2022-07-11 11:39:56] 	Found Package: GERAR_DADOS_301_PCK
ora2pg2  | [2022-07-11 11:39:57] 	Found Package: GERAR_RESUMO_OFTALMO_REC_PKG
ora2pg2  | [2022-07-11 11:39:57] 	Found Package: IMAGES_OPHTHALMOLOGY_PCK
ora2pg2  | [2022-07-11 11:39:57] 	Found Package: INTPD_CONSULTA_ESTRUTURA_PCK
ora2pg2  | [2022-07-11 11:39:58] 	Found Package: INTPD_ENVIO_GASTOS_ATEND_PCK
ora2pg2  | [2022-07-11 11:39:58] 	Found Package: ISH_CASE_SERV_DATA_PCK
ora2pg2  | [2022-07-11 11:39:58] 	Found Package: ISH_PATIENT_PCK
ora2pg2  | [2022-07-11 11:39:58] 	Found Package: ISH_PPR_LEVEL_PCK
ora2pg2  | [2022-07-11 11:39:59] 	Found Package: LOAD_ADRESSE_AUSTRIA_PKG
ora2pg2  | [2022-07-11 11:39:59] 	Found Package: MEDICAL_NET_PCK
ora2pg2  | [2022-07-11 11:39:59] 	Found Package: META_REGULACAO_BEYOND_PCK
ora2pg2  | [2022-07-11 11:40:00] 	Found Package: MPREV_DISP_AGENDA_PCK
ora2pg2  | [2022-07-11 11:40:00] 	Found Package: MPREV_POP_ALVO_PREST_PCK
ora2pg2  | [2022-07-11 11:40:00] 	Found Package: NAIS_MLA_DIAGNOSIS
ora2pg2  | [2022-07-11 11:40:01] 	Found Package: NAIS_MLA_REHABILITATION
ora2pg2  | [2022-07-11 11:40:01] 	Found Package: OBTER_CID_PACIENTE_PCK
ora2pg2  | [2022-07-11 11:40:01] 	Found Package: PAC_CLEREANCE_CR_BEF_MD_PCK
ora2pg2  | [2022-07-11 11:40:01] 	Found Package: PANORAMA_WATCHLIST_PCK
ora2pg2  | [2022-07-11 11:40:02] 	Found Package: PBS_RESTRICTIONS_PCK
ora2pg2  | [2022-07-11 11:40:02] 	Found Package: PFCS_PCK_MODULES_BACKUP
ora2pg2  | [2022-07-11 11:40:02] 	Found Package: PFCS_PERMISSIONS_PCK
ora2pg2  | [2022-07-11 11:40:02] 	Found Package: PHILIPS_BUSINESS_LOG_PCK
ora2pg2  | [2022-07-11 11:40:03] 	Found Package: PHI_ORDEM_SERVICO_PCK
ora2pg2  | [2022-07-11 11:40:03] 	Found Package: PKG_DATE_FORMATERS
ora2pg2  | [2022-07-11 11:40:03] 	Found Package: PKG_DATE_FORMATERS_TZ
ora2pg2  | [2022-07-11 11:40:04] 	Found Package: PKG_I18N
ora2pg2  | [2022-07-11 11:40:04] 	Found Package: PKG_INTERVALO_ETAPA
ora2pg2  | [2022-07-11 11:40:04] 	Found Package: PKG_VAP_REPORT
ora2pg2  | [2022-07-11 11:40:04] 	Found Package: PLS_A500_PCK
ora2pg2  | [2022-07-11 11:40:05] 	Found Package: PLS_ADMIN_CURSOR
ora2pg2  | [2022-07-11 11:40:05] 	Found Package: PLS_APROPRIACAO_PCK
ora2pg2  | [2022-07-11 11:40:05] 	Found Package: PLS_CONTAB_ONL_LOTE_FIN_PCK
ora2pg2  | [2022-07-11 11:40:06] 	Found Package: PLS_CTA_ALT_VALOR_POS_PCK
ora2pg2  | [2022-07-11 11:40:06] 	Found Package: PLS_CTA_REDUNDANCIA_PCK
ora2pg2  | [2022-07-11 11:40:06] 	Found Package: PLS_CTB_ONL_GRAVAR_MOVTO_PCK
ora2pg2  | [2022-07-11 11:40:07] 	Found Package: PLS_DECLARACAO_IR_PCK
ora2pg2  | [2022-07-11 11:40:07] 	Found Package: PLS_DECL_SEGURADO_WEB_PCK
ora2pg2  | [2022-07-11 11:40:07] 	Found Package: PLS_DESPESAS_RESULTADO_PCK
ora2pg2  | [2022-07-11 11:40:07] 	Found Package: PLS_GERENCIA_ENVIO_ANS_PCK
ora2pg2  | [2022-07-11 11:40:08] 	Found Package: PLS_IMP_XML_INTEGRACAO_WS_PCK
ora2pg2  | [2022-07-11 11:40:08] 	Found Package: PLS_INT_XML_CTA_PCK
ora2pg2  | [2022-07-11 11:40:09] 	Found Package: PLS_MENSALIDADE_CONTA_PCK
ora2pg2  | [2022-07-11 11:40:09] 	Found Package: PLS_MENS_ITENS_LIMITE_PCK
ora2pg2  | [2022-07-11 11:40:09] 	Found Package: PLS_MENS_PROCESSO_PCK
ora2pg2  | [2022-07-11 11:40:10] 	Found Package: PLS_PP_LOTE_FRANQUIA_PCK
ora2pg2  | [2022-07-11 11:40:10] 	Found Package: PLS_REAJ_COBRANCA_RETRO_PCK
ora2pg2  | [2022-07-11 11:40:10] 	Found Package: PLS_REC_GLOSA_EMP_PCK
ora2pg2  | [2022-07-11 11:40:11] 	Found Package: PLS_REEMBOLSO_PCK
ora2pg2  | [2022-07-11 11:40:11] 	Found Package: PLS_REGRA_QTD_EXECUCAO_PCK
ora2pg2  | [2022-07-11 11:40:11] 	Found Package: PLS_SIMULACAO_PRECO_PCK
ora2pg2  | [2022-07-11 11:40:12] 	Found Package: PLS_VISITA_TECNICA_PREST_PCK
ora2pg2  | [2022-07-11 11:40:12] 	Found Package: PROJETO_RECURSO_PCK
ora2pg2  | [2022-07-11 11:40:12] 	Found Package: PTU_PREST_INTER_EXP_PCK
ora2pg2  | [2022-07-11 11:40:13] 	Found Package: QSM_DOCUMENT_PCK
ora2pg2  | [2022-07-11 11:40:13] 	Found Package: REG_DOCUMENTO_PCK
ora2pg2  | [2022-07-11 11:40:13] 	Found Package: REG_TEST_PLAN_PCK
ora2pg2  | [2022-07-11 11:40:13] 	Found Package: SCHEDULE_DAILY_CALENDAR_PCK
ora2pg2  | [2022-07-11 11:40:14] 	Found Package: SEARCH_TREE_OPHTHALMOLOGY_PCK
ora2pg2  | [2022-07-11 11:40:14] 	Found Package: SEARCH_VITAL_SIGNS_REVIEW_PCK
ora2pg2  | [2022-07-11 11:40:14] 	Found Package: SMART_SCHEDULE_DATA_PROCESS
ora2pg2  | [2022-07-11 11:40:15] 	Found Package: SOLIC_COMPRA_PRE_APROV_PCK
ora2pg2  | [2022-07-11 11:40:15] 	Found Package: TAX_DMED_IR_PCK
ora2pg2  | [2022-07-11 11:40:16] 	Found Package: TISS_DENIAL_MGMT_PCK
ora2pg2  | [2022-07-11 11:40:16] 	Found Package: TOSHO_PCK
ora2pg2  | [2022-07-11 11:40:16] 	Found Package: TWS_USER_HEALTH_PROF_PCK
ora2pg2  | [2022-07-11 11:40:16] 	Found Package: TWS_USUARIO_HPMS_PCK
ora2pg2  | [2022-07-11 11:40:17] 	Found Package: VAL_MENSAL_ESTOQUE
ora2pg2  | [2022-07-11 11:40:17] 	Found Package: VENT_BUNDLE_REPORT_PCK
ora2pg2  | [2022-07-11 11:40:17] 	Found Package: WHEB_INCONSISTENCIA_LOG
ora2pg2  | [2022-07-11 11:40:18] 	Found Package: WHEB_INSTRUMENTATION
ora2pg2  | [2022-07-11 11:40:18] 	Found Package: WHEB_RTF_PCK
ora2pg2  | [2022-07-11 11:40:18] 	Found Package: WHEB_SEGURANCA
ora2pg2  | [2022-07-11 11:40:18] 	Found Package: XDOK_JSON_PCK
ora2pg2  | [2022-07-11 11:40:19] 	Found Package: AGEINT_PROF_GRUPOS
ora2pg2  | [2022-07-11 11:40:19] 	Found Package: APAP_PCK
ora2pg2  | [2022-07-11 11:40:19] 	Found Package: CARESTREAM_RIS_JAPAN_L10N_PCK
ora2pg2  | [2022-07-11 11:40:20] 	Found Package: CF_RELATIVES_PCK
ora2pg2  | [2022-07-11 11:40:20] 	Found Package: CLIPBOARD_UTIL_PKG
ora2pg2  | [2022-07-11 11:40:21] 	Found Package: COMPRAS_PCK
ora2pg2  | [2022-07-11 11:40:21] 	Found Package: CONSENTIMENTO_PRIVACIDADE_PCK
ora2pg2  | [2022-07-11 11:40:21] 	Found Package: CPOE_TIMELINE_PCK
ora2pg2  | [2022-07-11 11:40:21] 	Found Package: CTB_LOTE_DISTRIB_CUSTOS
ora2pg2  | [2022-07-11 11:40:22] 	Found Package: DASHBOARD_HTML5_PCK
ora2pg2  | [2022-07-11 11:40:22] 	Found Package: DIC_OBJECT_VIEW_PCK
ora2pg2  | [2022-07-11 11:40:22] 	Found Package: DOMINIO_PCK
ora2pg2  | [2022-07-11 11:40:23] 	Found Package: EXAMES_GRID_PCK
ora2pg2  | [2022-07-11 11:40:23] 	Found Package: EXPRESSAO_PCK
ora2pg2  | [2022-07-11 11:40:23] 	Found Package: FIS_INVOICE_CANCEL_INTEG_MX
ora2pg2  | [2022-07-11 11:40:23] 	Found Package: FIS_REFATORACAO_NF_PCK
ora2pg2  | [2022-07-11 11:40:24] 	Found Package: GERAR_INT_PADRAO
